category_list,funding_total_usd,status,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,fail,operating,success
Education|Innovation Management|New Technologies,6700000.0,closed,RUS,Moscow,1,2012-05-30,2012-05-30,2012,fail,1,0,0
Software,125000000.0,operating,USA,Boston,2,2013-07-17,2013-10-17,2004,operating,0,1,0
Business Development|Incubators|Information Technology|Startups,,operating,FRA,Charbonnières-les-bains,1,2015-04-20,2015-04-20,2013,operating,0,1,0
Enterprise Software|Events|Video Conferencing,363385.0,operating,NLD,Groningen,1,2012-05-01,2012-05-01,2011,operating,0,1,0
FinTech,175000.0,operating,USA,New York,2,2014-10-01,2015-02-01,2014,operating,0,1,0
Big Data Analytics|Gamification|SaaS|Self Development,370000.0,operating,SGP,Singapore,1,2015-07-01,2015-07-01,2015,operating,0,1,0
Beauty|Location Based Services|Online Reservations|SaaS|Software,407902.0,acquired,DEU,Berlin,2,2013-02-01,2013-12-01,2012,success,0,0,1
Health and Wellness|Health Care|SaaS,1000000.0,operating,USA,San Francisco,1,2013-10-08,2013-10-08,2012,operating,0,1,0
Hardware + Software,10000000.0,operating,USA,Sunnyvale,1,2007-03-12,2007-03-12,2004,operating,0,1,0
Curated Web|Education,700000.0,closed,USA,Westport,2,2010-03-24,2010-12-15,2010,fail,1,0,0
Analytics|Business Intelligence|Sales and Marketing|Social Media|Social Media Marketing|Social Media Platforms,450000.0,operating,USA,Addison,2,2010-05-17,2012-08-01,2009,operating,0,1,0
Curated Web|Registrars,,closed,USA,Cupertino,1,2012-08-01,2012-08-01,2012,fail,1,0,0
Software,,operating,USA,Saint Petersburg,1,2015-06-21,2015-06-21,2015,operating,0,1,0
Sports,295000.0,operating,GBR,Sheffield,1,2008-12-04,2008-12-04,2005,operating,0,1,0
E-Commerce|Internet|Online Shopping|Small and Medium Businesses|Social Media,1308754.0,closed,GBR,Sheffield,1,2010-06-09,2010-06-09,2009,fail,1,0,0
Media|News|Publishing,19252.0,operating,CZE,Prague,1,2014-03-30,2014-03-30,2014,operating,0,1,0
Software,2153980.91572909,operating,ESP,Noáin,1,2015-11-08,2015-11-08,2012,operating,0,1,0
Software,4500000.0,closed,USA,San Francisco,1,2007-07-25,2007-07-25,2012,fail,1,0,0
Software,1470000.0,operating,FRA,Saint-aubin-de-médoc,1,2008-01-08,2008-01-08,1994,operating,0,1,0
Health and Wellness,25000.0,operating,USA,Scottsdale,1,2012-11-21,2012-11-21,2012,operating,0,1,0
E-Commerce,12500.0,operating,HKG,Wan Chai,1,2014-12-01,2014-12-01,2013,operating,0,1,0
Sports,1882200.0,acquired,FIN,Oulu,1,2005-05-23,2005-05-23,2000,success,0,0,1
Enterprise Software|Software,33800000.0,acquired,USA,Burlington,3,2001-10-24,2004-05-18,2000,success,0,0,1
Journalism|News|Social Media|Social Network Media,1250000.0,operating,USA,Park City,1,2011-06-08,2011-06-08,2010,operating,0,1,0
Security|Services|Technology,1500000.0,operating,USA,San Francisco,1,2014-01-15,2014-01-15,2014,operating,0,1,0
Software,7000000.0,closed,USA,San Francisco,1,2007-01-31,2007-01-31,2012,fail,1,0,0
Manufacturing,,operating,USA,Huntsville,1,2011-08-19,2011-08-19,2012,operating,0,1,0
Software,500000.0,operating,USA,San Francisco,1,2009-11-05,2009-11-05,2000,operating,0,1,0
Manufacturing,1243750.0,operating,USA,Palm Springs,1,2011-07-11,2011-07-11,2001,operating,0,1,0
Mobile,6350000.0,acquired,SWE,Stockholm,1,2008-11-14,2008-11-14,2012,success,0,0,1
Fashion,11185775.0,operating,FRA,Paris,1,2014-11-25,2014-11-25,2007,operating,0,1,0
Software,2720000.0,closed,USA,Reston,1,2006-11-06,2006-11-06,2012,fail,1,0,0
Software,,closed,CAN,Montréal,1,2015-09-30,2015-09-30,2015,fail,1,0,0
Mobile|Networking|Telecommunications,20000.0,operating,KEN,Nairobi,1,2012-04-01,2012-04-01,2012,operating,0,1,0
Casual Games|MMO Games|Mobile Games|Social Games,530000.0,operating,ESP,Bilbao,2,2014-01-21,2014-03-27,2013,operating,0,1,0
Web Hosting,19500000.0,acquired,USA,Seattle,3,2004-05-13,2006-01-11,2002,success,0,0,1
Apps|Crowdsourcing|Gps|Wireless,750120.0,operating,USA,Denver,1,2015-01-02,2015-01-02,2012,operating,0,1,0
Enterprise Software,4045500.0,ipo,USA,Los Angeles,3,2010-05-10,2014-04-16,2005,success,0,0,1
Cloud Data Services|Crowdsourcing|Enterprise Software,28000000.0,operating,USA,San Francisco,4,2009-03-01,2014-09-17,2009,operating,0,1,0
Cars|Service Providers|Services,500000.0,closed,USA,San Francisco,1,2015-03-01,2015-03-01,2015,fail,1,0,0
Software,12000000.0,operating,USA,Chicago,2,2011-04-20,2013-11-07,2009,operating,0,1,0
Online Shopping,,operating,NLD,Amsterdam,2,2012-09-01,2013-12-01,2012,operating,0,1,0
Consulting|Search,18250000.0,acquired,USA,Mountain View,2,2005-12-07,2006-09-06,2002,success,0,0,1
Big Data|Biotechnology|Machine Learning|SaaS,300000.0,operating,RUS,Moscow,1,2014-12-01,2014-12-01,2012,operating,0,1,0
Mobile,3000000.0,acquired,ISR,Tel Aviv,1,2007-05-17,2007-05-17,2000,success,0,0,1
E-Commerce|Internet Marketing|SEO|Startups,,operating,CAN,Maple Ridge,1,2010-12-01,2010-12-01,2010,operating,0,1,0
Communities|Events|Restaurants,,operating,USA,New York,1,2015-04-30,2015-04-30,2015,operating,0,1,0
Analytics|Big Data|Cloud Computing|E-Commerce|Enterprise Software|Internet Marketing|Media|SaaS|Sales and Marketing|Video,25650000.0,operating,CAN,Kitchener,4,2011-06-01,2015-01-14,2011,operating,0,1,0
Enterprise Software|Retail Technology,75962000.0,operating,USA,San Francisco,7,2007-06-01,2015-07-30,2005,operating,0,1,0
Clinical Trials|Enterprise Software|Pharmaceuticals,20000.0,operating,USA,San Francisco,1,2014-07-19,2014-07-19,2013,operating,0,1,0
Information Technology,717016.0,operating,USA,Reston,1,2015-04-06,2015-04-06,2013,operating,0,1,0
Games,1887391.0,operating,USA,San Francisco,1,2013-10-24,2013-10-24,2005,operating,0,1,0
Apps|Mobile|VoIP,523583.0,operating,USA,San Francisco,1,2015-02-09,2015-02-09,2013,operating,0,1,0
Application Platforms|Broadcasting|Entertainment|Software|Technology,800000.0,operating,USA,San Francisco,1,2015-09-20,2015-09-20,2015,operating,0,1,0
Music,5500000.0,operating,CHN,Beijing,2,2006-11-01,2008-05-01,2012,operating,0,1,0
Enterprise Software,5775596.0,operating,FRA,Orsay,2,2009-09-02,2014-05-12,2009,operating,0,1,0
Mobile|Video,9040000.0,closed,USA,Sunnyvale,2,2006-02-13,2006-12-08,2005,fail,1,0,0
Software,,operating,DNK,Aarhus,1,2015-10-12,2015-10-12,2012,operating,0,1,0
Health Care|Medical Devices|Services,22000000.0,closed,USA,Wilmington,2,2002-10-03,2005-12-14,2012,fail,1,0,0
Biotechnology,8000000.0,operating,USA,San Diego,4,2003-09-23,2008-06-05,2003,operating,0,1,0
Biotechnology|Digital Media|Health Care,,operating,ISR,Tel Aviv,1,2014-09-01,2014-09-01,2012,operating,0,1,0
Software,10000000.0,acquired,USA,Irvine,1,2006-09-25,2006-09-25,1999,success,0,0,1
Education,46350000.0,operating,USA,La Jolla,5,2013-10-22,2015-09-21,1924,operating,0,1,0
Finance|Software,1400000.0,operating,USA,Seattle,1,2011-09-20,2011-09-20,2010,operating,0,1,0
Semiconductors,2573200.0,operating,FRA,Nice,2,2014-02-17,2014-12-01,2012,operating,0,1,0
Software,487500.0,operating,USA,Laguna Beach,2,2013-10-03,2015-03-18,2012,operating,0,1,0
Business Services|Technology,28000000.0,acquired,USA,Los Gatos,3,2002-08-16,2004-03-08,2000,success,0,0,1
Fashion|Lifestyle|Mens Specific,270862.0,operating,USA,San Francisco,1,2014-06-12,2014-06-12,2012,operating,0,1,0
Real Estate,,operating,USA,Provo,1,2014-09-20,2014-09-20,2014,operating,0,1,0
Software,,acquired,USA,Itasca,1,1999-01-14,1999-01-14,1983,success,0,0,1
Biotechnology,2500000.0,operating,AUS,Sydney,1,2013-07-22,2013-07-22,2007,operating,0,1,0
Pharmaceuticals,35500000.0,operating,USA,San Diego,2,2002-11-01,2003-08-18,2001,operating,0,1,0
Curated Web,25000000.0,closed,USA,Princeton,1,2007-12-01,2007-12-01,2008,fail,1,0,0
Curated Web,4400000.0,operating,USA,Boulder,1,2009-07-10,2009-07-10,1996,operating,0,1,0
Software,229142.0,operating,USA,Bloomington,2,2009-10-16,2012-10-05,1993,operating,0,1,0
Medical,100.0,operating,USA,Boise,1,2014-01-12,2014-01-12,2013,operating,0,1,0
Network Security,27000000.0,operating,ISR,Tel Aviv-yafo,2,2015-06-09,2015-10-20,2014,operating,0,1,0
Small and Medium Businesses,50000.0,closed,USA,San Francisco,1,2012-11-01,2012-11-01,2012,fail,1,0,0
Polling|Social Media,1000000.0,closed,ARG,Buenos Aires,1,2012-01-01,2012-01-01,2012,fail,1,0,0
Software,,operating,USA,San Francisco,1,2012-04-20,2012-04-20,2012,operating,0,1,0
Events|Retail|Social Media,451807.0,operating,CAN,Montréal,1,2014-04-01,2014-04-01,2014,operating,0,1,0
Biotechnology,7746327.0,operating,USA,Minneapolis,1,2009-12-30,2009-12-30,2005,operating,0,1,0
E-Commerce,40000.0,operating,IRL,Dublin,1,2010-12-14,2010-12-14,2006,operating,0,1,0
Analytics|Internet Marketing|Software,1930000.0,operating,USA,Seattle,4,2013-01-15,2014-11-13,2013,operating,0,1,0
Apps|Chat|Location Based Services|Messaging|Mobile|Networking|Social Media,200000.0,operating,USA,Washington,1,2014-06-25,2014-06-25,2013,operating,0,1,0
E-Commerce|Fashion|iPhone|Mobile Commerce,500000.0,operating,BRA,Curitiba,1,2013-08-10,2013-08-10,2012,operating,0,1,0
Design|Medical Devices|Nanotechnology,500000.0,operating,USA,Cleveland,2,2009-02-02,2010-12-21,2012,operating,0,1,0
Public Transportation|Software|Transportation,40000000.0,acquired,CHN,Haidian,1,2006-10-01,2006-10-01,2012,success,0,0,1
Application Platforms|Apps|Cloud Computing|SaaS|Software,20000.0,operating,USA,San Francisco,1,2015-01-03,2015-01-03,2015,operating,0,1,0
Apps|Customer Service|Mobile Payments,1000000.0,operating,USA,Hollywood,1,2014-12-02,2014-12-02,2012,operating,0,1,0
Consumers|Flash Sales|Hotels|Lifestyle|Travel,,operating,SGP,Singapore,1,2011-12-01,2011-12-01,2011,operating,0,1,0
Business Productivity|SaaS|Software,9516719.0,operating,BEL,Mechelen,3,2011-04-04,2015-10-12,2011,operating,0,1,0
E-Commerce|Fashion,27500000.0,operating,USA,San Francisco,3,2013-08-29,2015-11-19,2012,operating,0,1,0
Games|Mobile Games|Social Games,17363449.0,operating,USA,San Francisco,4,2011-11-14,2013-04-01,2011,operating,0,1,0
Analytics,,operating,USA,Palo Alto,1,2014-08-25,2014-08-25,2013,operating,0,1,0
Biotechnology,20500000.0,acquired,USA,Bellevue,2,2003-12-04,2008-01-09,1998,success,0,0,1
Internet|Online Dating|Social Media,3500000.0,operating,USA,New York,1,2011-11-01,2011-11-01,2012,operating,0,1,0
Software,,operating,USA,Saint Petersburg,1,2014-05-01,2014-05-01,2012,operating,0,1,0
Advertising|E-Commerce|Internet Marketing|Real Estate|Realtors,1290000.0,operating,USA,New York,2,2013-11-01,2014-03-28,2012,operating,0,1,0
Big Data|Web Development|Web Hosting,40000.0,operating,CHL,Santiago,1,2012-02-10,2012-02-10,2012,operating,0,1,0
Advertising|Digital Signage|Media|News|Technology,6067500.0,ipo,USA,Elmhurst,5,2010-05-24,2015-08-13,1995,success,0,0,1
M2M|Software,12500000.0,acquired,USA,Redwood City,1,2006-08-15,2006-08-15,2012,success,0,0,1
Biotechnology,22000000.0,closed,USA,San Francisco,2,2003-03-17,2005-03-31,2012,fail,1,0,0
Databases|Enterprise Software|Internet|Music Venues|Open Source|Search|Sports,34833.0,operating,GBR,London,1,2014-04-07,2014-04-07,2011,operating,0,1,0
Software,10000.0,closed,USA,San Francisco,1,2015-06-01,2015-06-01,2014,fail,1,0,0
Event Management|Events|Meeting Software|SaaS|Travel,,operating,USA,Washington,1,2012-11-01,2012-11-01,2004,operating,0,1,0
Public Relations,5000.0,operating,USA,Deltona,1,2014-12-11,2014-12-11,2011,operating,0,1,0
Manufacturing,,operating,USA,Roseland,1,2013-10-08,2013-10-08,2013,operating,0,1,0
Banking|Finance,5800000000.0,ipo,RUS,Moscow,1,2014-07-07,2014-07-07,2012,success,0,0,1
Apps|Mobile,6300000.0,operating,ISR,San Francisco,2,2015-03-10,2015-11-12,2012,operating,0,1,0
Technology|Web Hosting,2236501.0,ipo,USA,Chanhassen,1,2012-10-17,2012-10-17,2012,success,0,0,1
Software,30000.0,operating,USA,Carmel,1,2008-12-01,2008-12-01,2007,operating,0,1,0
Finance|Real Estate|Software,,operating,USA,Boulder,1,2010-08-01,2010-08-01,2010,operating,0,1,0
Online Shopping,95954.0,operating,ESP,Madrid,1,2013-12-27,2013-12-27,2013,operating,0,1,0
Art|Artists Globally|Creative|Creative Industries|Entertainment Industry|Internet|Music Services|Photo Sharing,20000.0,operating,GBR,London,1,2014-01-26,2014-01-26,2012,operating,0,1,0
Software,,closed,USA,San Francisco,1,2014-06-30,2014-06-30,2012,fail,1,0,0
Software|Web Tools,100000.0,operating,USA,Kirkland,1,2009-05-01,2009-05-01,2009,operating,0,1,0
Travel,1003681.0,operating,GBR,Durham,1,2008-01-01,2008-01-01,2009,operating,0,1,0
Biotechnology,5875000.0,operating,USA,Memphis,2,2012-10-30,2015-04-21,2007,operating,0,1,0
Cloud Security|Enterprise Security|Mobile Security|Security,49000000.0,operating,USA,San Francisco,4,2010-08-17,2015-04-14,2010,operating,0,1,0
Financial Services|FinTech|Venture Capital,,operating,USA,Bloomfield Hills,1,2014-09-19,2014-09-19,2011,operating,0,1,0
Cooking|Hardware + Software,120000.0,operating,USA,San Francisco,2,2014-01-01,2014-12-01,2012,operating,0,1,0
Analytics,3000000.0,operating,USA,Newton,1,2006-10-05,2006-10-05,2012,operating,0,1,0
Technology,3000000.0,ipo,USA,New York,1,1999-12-23,1999-12-23,2012,success,0,0,1
Biotechnology,30000000.0,operating,USA,South Plainfield,1,2010-10-14,2010-10-14,2012,operating,0,1,0
Mobile,20600000.0,operating,USA,New York,4,2004-11-10,2009-02-24,2012,operating,0,1,0
Advertising|Publishing|Social Media Marketing,26797834.0,operating,USA,Delray Beach,2,2012-01-01,2015-07-16,2013,operating,0,1,0
Sports,51731.0,operating,GBR,Bristol,2,2014-03-25,2014-06-14,2014,operating,0,1,0
Biotechnology,5548097.0,operating,USA,East Providence,10,2009-06-01,2015-03-01,2012,operating,0,1,0
Software,,operating,USA,Lake Forest,1,2014-02-05,2014-02-05,2013,operating,0,1,0
Creative,,operating,USA,Portland,1,2014-09-03,2014-09-03,2012,operating,0,1,0
E-Commerce|Online Shopping|Sales and Marketing,3300000.0,operating,IND,New Delhi,1,2013-09-06,2013-09-06,2013,operating,0,1,0
Finance,2500000.0,operating,USA,Huntington Beach,1,2015-01-19,2015-01-19,2014,operating,0,1,0
Manufacturing,,operating,USA,San Francisco,1,2013-11-26,2013-11-26,2005,operating,0,1,0
Game|Games|Media|Television,83000.0,operating,USA,Lyndhurst,1,2008-09-09,2008-09-09,1999,operating,0,1,0
Employment|Health Care|Staffing Firms,900000.0,operating,USA,Edmond,1,2010-05-06,2010-05-06,2012,operating,0,1,0
Game|Personalization|Testing,,closed,USA,San Francisco,1,2006-08-02,2006-08-02,2012,fail,1,0,0
Education|Ticketing|Training,15000.0,operating,USA,Nashville,1,2012-08-24,2012-08-24,2011,operating,0,1,0
Advertising,1550000.0,acquired,USA,Woodland Hills,2,2008-08-25,2009-05-13,2012,success,0,0,1
Biotechnology,8970000.0,operating,CHE,Schlieren,1,2009-01-12,2009-01-12,2012,operating,0,1,0
Semiconductors|Software|Wireless,20000000.0,acquired,USA,Santa Clara,1,2003-11-20,2003-11-20,2012,success,0,0,1
Consumer Electronics|E-Commerce|Mobile|Tablets,,operating,IND,Noida,3,2010-01-01,2010-01-01,2010,operating,0,1,0
Security,24000000.0,closed,USA,Milpitas,2,2003-04-21,2005-03-16,2000,fail,1,0,0
Networking|Software|Wireless,789986.0,operating,IRL,Dublin,4,2012-09-09,2014-07-01,2012,operating,0,1,0
Media|Music|News,10.0,operating,USA,Nashville,1,2015-01-01,2015-01-01,2014,operating,0,1,0
Consulting|CRM|Services,3000000.0,acquired,USA,Providence,1,2001-06-25,2001-06-25,2001,success,0,0,1
Health Care,55000.0,operating,USA,Deerfield Beach,1,2012-03-05,2012-03-05,2011,operating,0,1,0
Consulting,50000.0,operating,USA,Newburyport,1,2012-02-15,2012-02-15,2012,operating,0,1,0
Online Travel,451705.351313416,operating,ITA,Cagliari,2,2014-01-01,2015-10-25,2013,operating,0,1,0
Enterprise Software,,acquired,USA,New York,1,2011-08-24,2011-08-24,2012,success,0,0,1
Health and Wellness|Technology,28000000.0,operating,CHN,Beijing,1,2014-10-21,2014-10-21,2012,operating,0,1,0
Cloud Management|Information Services|Information Technology,400000.0,operating,USA,Douglasville,1,2015-10-14,2015-10-14,2012,operating,0,1,0
Software,,closed,AUS,Upper Coomera,1,2015-10-08,2015-10-08,2015,fail,1,0,0
Biotechnology,9600000.0,operating,USA,Durham,1,2009-09-22,2009-09-22,1996,operating,0,1,0
Brand Marketing|Digital Media|Email Marketing|Marketing Automation|SaaS|Software,,operating,USA,Minneapolis,1,2013-10-01,2013-10-01,2008,operating,0,1,0
Hardware + Software,300000.0,closed,USA,San Francisco,1,2011-04-29,2011-04-29,2005,fail,1,0,0
Enterprise Software|Service Providers|Unifed Communications|VoIP,41102097.0,operating,USA,San Mateo,4,2008-11-11,2013-06-10,2003,operating,0,1,0
Advertising|Email Marketing|Startups,960000.0,acquired,USA,Mountain View,2,2011-05-17,2012-08-06,2011,success,0,0,1
Clean Technology,605000.0,operating,USA,Poway,2,2013-08-29,2014-01-13,1999,operating,0,1,0
Curated Web,2000000.0,closed,USA,San Rafael,1,2008-05-26,2008-05-26,2007,fail,1,0,0
Semiconductors,982000.0,operating,CAN,Hamilton,2,2008-09-22,2010-01-05,2012,operating,0,1,0
Biotechnology,75000.0,operating,USA,Emeryville,1,2013-05-15,2013-05-15,2012,operating,0,1,0
Games,5000000.0,closed,CAN,Montréal,1,2011-09-15,2011-09-15,2012,fail,1,0,0
Advertising|Mobile|Mobile Advertising,18500000.0,acquired,USA,San Francisco,4,2010-09-01,2012-09-20,2010,success,0,0,1
Software,,closed,USA,San Francisco,1,2015-06-01,2015-06-01,2012,fail,1,0,0
Analytics|Big Data|Fitness|Machine Learning,50000.0,operating,USA,Durham,1,2012-03-19,2012-03-19,2011,operating,0,1,0
Security,10230000.0,operating,FRA,Paris,2,2005-09-12,2007-03-12,2003,operating,0,1,0
Biotechnology,5220000.0,operating,DNK,Aarhus,1,2005-03-23,2005-03-23,1997,operating,0,1,0
Curated Web,1000000.0,operating,USA,Carlsbad,1,2008-07-28,2008-07-28,2012,operating,0,1,0
Mobile,,operating,DEU,Hamburg,1,2013-09-16,2013-09-16,2010,operating,0,1,0
Automotive|Diagnostics|Fleet Management|Gps|Software|Wireless,135000.0,operating,USA,Carbondale,3,2011-01-01,2012-10-03,2010,operating,0,1,0
Enterprise Software,5280000.0,acquired,USA,San Mateo,1,2005-07-21,2005-07-21,1999,success,0,0,1
Mobile,,operating,USA,San Francisco,1,2011-11-01,2011-11-01,2012,operating,0,1,0
Finance,7500000.0,operating,USA,San Francisco,2,2008-05-01,2009-04-08,2007,operating,0,1,0
Clean Technology,,operating,USA,Chicago,1,2012-02-28,2012-02-28,2012,operating,0,1,0
Advertising|Advertising Exchanges|Advertising Platforms|Algorithms|Mobile|Mobile Advertising|PaaS|SaaS,500000.0,acquired,SGP,Singapore,1,2013-12-01,2013-12-01,2013,success,0,0,1
Mobile|Real Estate,18000000.0,operating,USA,Collingswood,1,2011-06-01,2011-06-01,2008,operating,0,1,0
Communities|File Sharing|Internet,50000.0,operating,USA,San Francisco,1,2015-01-01,2015-01-01,2014,operating,0,1,0
Payments|Security,30500000.0,operating,USA,Roswell,6,2005-01-26,2013-08-29,1998,operating,0,1,0
College Recruiting|Services|Social Network Media,208069.0,operating,USA,San Francisco,1,2014-04-01,2014-04-01,2013,operating,0,1,0
Archiving|Email|Flash Storage|Messaging|SaaS|Web Tools,165543.0,operating,GBR,Tring,1,2008-01-01,2008-01-01,2008,operating,0,1,0
Customer Service|Design|Entrepreneur|Innovation Management,,operating,FRA,Montreuil,1,2013-12-01,2013-12-01,2012,operating,0,1,0
Curated Web,1500000.0,operating,USA,Milpitas,1,2012-02-08,2012-02-08,2011,operating,0,1,0
Games|Video,,operating,USA,San Francisco,1,2009-09-08,2009-09-08,2012,operating,0,1,0
Information Services|Information Technology|Social Network Media,1500000.0,closed,USA,San Francisco,1,2013-04-02,2013-04-02,2010,fail,1,0,0
Fitness,110000.0,operating,USA,San Francisco,1,2014-08-01,2014-08-01,2012,operating,0,1,0
Mobile,,operating,FRA,Paris,1,2012-07-03,2012-07-03,2011,operating,0,1,0
Manufacturing,60000000.0,operating,GBR,Livingston,1,2002-01-08,2002-01-08,1998,operating,0,1,0
Bitcoin|Classifieds|E-Commerce|Marketplaces|Mobile|Mobile Commerce|Peer-to-Peer|Social Commerce,,operating,USA,Orlando,1,2015-06-01,2015-06-01,2015,operating,0,1,0
Software,,acquired,USA,Dearborn,1,2011-04-03,2011-04-03,2012,success,0,0,1
Facebook Applications|Local Coupons|Networking|Online Dating|Social Media|Social Network Media,325000.0,closed,USA,New York,2,2010-02-01,2011-08-14,2009,fail,1,0,0
Finance|Financial Services|Investment Management,45000.0,closed,USA,San Francisco,1,2014-08-10,2014-08-10,2015,fail,1,0,0
